5.4718,-4.9038,8.5472,-2.1584,-2.8953,0.3885
7.6155,-5.0602,9.4259,-2.2623,-1.9091,1.2344
9.8375,-2.2454,9.6667,-1.3594,-0.4714,1.0227
10.8174,-0.7675,8.2726,-0.9212,0.3715,0.8147
13.8278,1.5915,1.7554,0.1788,-0.7287,0.5966
9.3688,-1.3908,-4.3367,-1.0056,-1.6513,-0.5275
9.3688,-1.3908,-4.3367,-1.0056,-1.6513,-0.5275
10.1393,-1.2936,-1.7282,-1.0056,-1.6513,-0.5275
11.4625,-9.5234,7.7306,-0.6269,-2.234,-1.2736
5.0877,-5.985,4.8278,-3.2157,-0.8914,3.9126
3.7525,-7.8574,3.1989,-1.6362,-0.0779,4.5087
2.141,-20.3922,-1.5491,-0.4891,-0.4183,6.615
1.407,-11.6821,2.9288,1.7296,-1.0285,-1.1011
-1.8523,-13.2727,-3.9054,-2.3683,0.5805,-1.6102
-4.1459,-13.0355,2.5678,-2.9444,0.3118,-2.0951
3.7911,-8.8546,-3.1056,0.0325,0.8509,-1.7337
-3.5483,-4.8242,1.2266,-0.6128,-1.1091,-0.6869
-3.9102,-4.1204,0.7738,0.9326,-0.9523,0.8625
2.3647,-13.305,-2.6746,0.0426,-0.5398,0.2175
-2.377,-6.5067,-0.3227,-0.1716,0.8799,0.5756
-2.6794,-10.0143,-0.0688,-1.4579,-1.5549,0.9745
-1.6956,-7.151,1.6669,0.6631,-2.7488,0.6078
-0.9727,-10.4387,0.9867,1.9862,1.3428,0.6767
0.3646,-11.8801,-0.888,2.5184,2.7163,0.5837
1.9083,-12.4789,-1.287,-2.1152,0.4024,-1.9255
-4.9074,-15.251,1.2,-2.2774,-1.204,-3.0089
-2.3674,-5.5202,0.4708,-0.555,-0.4804,-1.041
-4.8446,-3.8324,0.5704,0.3236,0.1738,0.0153
3.5812,-12.2958,-2.0922,0.2856,-0.2314,0.0574
-6.1119,-16.474,-1.1964,0.5104,1.5807,-0.1017
-2.2564,-4.7653,-0.2824,-1.3457,0.877,0.3285
-0.9362,-5.1287,1.0158,0.6136,-2.5326,1.061
-1.0881,-10.4019,2.5241,2.074,-1.1514,0.9479
0.0589,-13.1773,-3.061,2.7703,4.5235,0.3274
2.1042,-11.7849,-2.9961,-0.7471,-0.7309,0.5446
-3.3054,-13.8739,-0.4831,-1.7319,0.5243,-3.2143
-6.8785,-11.8708,0.1854,-0.9899,1.2099,-2.3253
-3.4828,-3.8252,0.8345,0.2028,0.4424,-0.5417
-0.3583,-8.0231,-4.9478,0.7416,-0.6241,1.2474
7.3753,-14.9414,-2.2938,0.1929,-1.158,0.3334
-2.5534,-8.7864,-1.8165,-0.6973,0.4006,0.0964
-2.0982,-9.1113,1.7402,-0.1672,0.1558,0.4502
-2.5555,-6.6479,1.1303,1.3324,0.0142,0.835
0.5186,-10.8206,0.7995,2.3476,-2.6799,1.7299
1.1509,-11.7763,-1.9286,1.5506,3.4721,0.4352
2.0016,-11.5457,-1.6594,-0.4821,-0.5974,0.2723
-4.4345,-15.0114,-0.7507,-1.5447,0.9167,-3.3477
-5.522,-10.8535,0.6362,-0.6127,0.9004,-1.8116
-4.0292,-5.2002,1.4883,0.3656,-0.246,-0.434
-3.2447,-6.4597,-1.2837,1.264,-0.6612,1.3048
-2.4266,-13.9714,-1.1773,-0.2466,0.3854,-0.0988
-3.7528,-7.8622,0.2809,-0.2955,-0.0487,0.0185
-3.364,-8.4356,0.3063,-1.062,0.4496,0.4326
-1.587,-6.7848,1.1638,0.9929,-1.1846,1.217
1.0866,-10.255,1.5903,3.0388,-0.1988,0.7888
0.6404,-11.3925,-1.1563,1.5057,4.4267,0.2982
0.2073,-11.7144,-3.2504,-0.0565,1.1011,-0.4652
-5.123,-15.1478,1.7064,-2.1592,0.6779,-3.1782
-5.1763,-10.0424,-0.4128,0.5043,2.201,-1.5114
-3.2109,-5.5181,0.1292,0.4432,0.2344,0.2307
-3.524,-10.5879,0.0458,0.6267,0.022,1.5439
2.1858,-16.4085,-0.5886,0.2894,-1.0504,1.2435
-1.2924,-6.1651,-0.8189,0.7545,0.1965,-1.0459
-6.2728,-11.7544,1.4566,-2.5946,0.7549,-0.3176
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-4.9965,-7.9881,3.6251,0.1078,1.3345,0.4881
-3.3598,-9.3802,0.9159,-1.0562,-0.1942,-2.2378
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-1.1949,-11.2612,0.9532,2.1852,0.8589,0.6003
-4.6181,-3.7322,-0.0751,0.4786,0.0052,-1.0986
-4.6181,-3.7322,-0.0751,0.4786,0.0052,-1.0986
-4.6181,-3.7322,-0.0751,0.4786,0.0052,-1.0986
-4.6181,-3.7322,-0.0751,0.4786,0.0052,-1.0986
-4.6181,-3.7322,-0.0751,0.4786,0.0052,-1.0986
-4.6181,-3.7322,-0.0751,0.3734,0.0279,0.0626
8.4287,-15.3281,-3.3371,0.4479,-0.8112,1.1589
-4.8718,-19.9834,-0.7035,0.4696,-0.5027,-0.0418
-2.0157,-3.5994,-0.1696,-0.1022,0.8436,-0.2885
-2.8654,-6.4089,0.7352,-0.0495,-0.6021,0.9741
-0.3314,-12.023,0.8788,1.1959,-0.5924,1.4166
1.366,-10.4788,3.1196,1.5432,-1.2257,1.6073
-0.1472,-11.3623,-4.7402,1.1942,4.6768,0.1147
1.9334,-9.702,-0.664,-0.6988,0.1776,0.0632
-4.5963,-17.4673,2.0521,-2.2611,-0.9147,-3.2715
-3.2067,-5.8403,-3.4687,-0.4232,1.4578,-2.0425
-4.4731,-4.1333,1.7779,0.3468,-0.2451,-0.1713
10.8275,-18.8701,-0.3757,0.5763,-0.485,1.4822
-4.7186,-18.0096,-0.8151,0.3867,0.6985,-0.1895
-3.0344,-9.0736,0.2432,-0.3328,-0.6828,0.3204
-1.794,-6.4591,1.1937,-1.4379,-1.5696,0.7704
-1.6098,-9.2602,1.663,1.2093,-2.2763,0.7197
-0.8306,-10.0457,-0.0117,2.1949,1.2735,0.3326
-1.3107,-10.9792,-3.3646,1.0748,2.7994,0.2749
2.7607,-10.9983,-1.0507,-0.888,-0.4788,0.5342
-3.2605,-15.0529,1.4509,-2.3206,-1.6585,-2.8336
-2.9061,-8.651,1.226,-1.3597,-1.0731,-1.7612
-4.9005,-5.5017,0.2432,0.2011,-2.2071,-0.6867
2.6755,-11.6438,-3.8231,-0.2814,-3.9868,0.5595
-2.4215,-7.1462,3.8393,-0.881,-3.5432,-0.8686
-3.6724,-7.4779,-6.2363,1.1269,-0.5928,-0.709
1.6271,-13.5434,1.0454,0.1489,-3.7401,1.6429
0.4732,-11.2534,-4.7904,-0.0893,-0.0105,0.2019
0.9039,-12.1331,7.5404,-2.4642,-4.1451,0.454
0.1104,-9.2865,4.2174,-1.5911,-1.379,-0.3198
-2.9949,-11.962,-3.0703,-0.8052,-1.3799,-0.8659
-2.6393,-11.7227,4.2676,-1.5144,-1.2286,-1.9132
-2.3892,-7.9161,-1.7892,-0.1041,0.7816,-1.2238
-1.9726,-5.7159,-2.5005,0.2491,-0.7081,0.1054
6.4917,-12.1463,-5.4571,0.6072,-0.2952,0.3974
-1.1809,-13.1306,-1.3528,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
-4.3947,-8.4239,-0.3996,-0.4284,-0.2118,-0.1967
