ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
6.5127;-9.3987;0.3837;5.9345;0.5984;-1.0117;3.1645;2.3221;0.5821;47781;2022-04-09 18:35:21:698
8.2011;-9.3314;1.4348;4.5987;0.6723;-5.6147;-0.4314;-1.0491;-0.1817;47881;2022-04-09 18:35:21:798
7.1737;-10.7581;-3.7211;5.349;-0.2466;0.5958;-0.6961;-0.5296;-1.2715;47982;2022-04-09 18:35:21:899
4.6017;-13.7599;2.2804;2.516;-2.2335;-2.5246;-2.9426;-0.4079;-2.7201;48081;2022-04-09 18:35:21:998
3.4286;-7.4297;-3.2387;-4.1767;-4.1222;5.2236;0.0278;-1.3113;-1.1533;48181;2022-04-09 18:35:22:098
-2.7081;-5.9333;0.5809;-4.7861;1.1305;2.9188;0.7449;0.2155;0.6959;48281;2022-04-09 18:35:22:198
13.8108;-10.477;-5.6204;-6.9696;2.4469;1.2233;0.7492;-0.3457;1.733;48381;2022-04-09 18:35:22:298
12.4256;-8.7724;-2.8167;8.9227;-2.0817;-5.1431;0.1811;1.0413;-0.3033;48481;2022-04-09 18:35:22:398
-0.0592;-7.2846;0.8994;-2.4474;-3.7429;-0.5915;-0.1245;0.595;0.2506;48581;2022-04-09 18:35:22:498
2.155;-11.0088;1.4402;-4.8688;1.2629;1.8373;-0.6544;-0.513;0.5667;48681;2022-04-09 18:35:22:598
4.1509;-7.5117;1.2173;-0.3615;1.1893;1.5676;0.9905;-0.7486;1.3811;48781;2022-04-09 18:35:22:698
6.2118;-8.4625;1.3597;1.6586;1.9402;0.8078;1.2802;-0.3938;1.0105;48880;2022-04-09 18:35:22:797
6.1119;-9.5142;-2.869;4.574;0.5043;-1.6213;0.7746;2.6981;0.4039;48981;2022-04-09 18:35:22:898
7.555;-9.545;0.2641;4.1672;-0.0853;-4.5752;-0.9497;-0.5259;-0.0866;49081;2022-04-09 18:35:22:998
6.3263;-10.9086;-3.7193;4.7707;-0.1973;-0.8969;-0.7457;-0.2431;-1.0276;49181;2022-04-09 18:35:23:098
2.5205;-12.4053;3.7143;-1.8339;-1.0906;2.9812;-1.556;0.584;-1.7221;49281;2022-04-09 18:35:23:198
1.6313;-6.4935;2.1547;-1.8919;2.7665;-1.9026;0.3303;-0.5692;-0.8141;49380;2022-04-09 18:35:23:297
-1.812;-6.5139;0.9598;-2.6142;2.7395;1.591;0.9393;0.2943;0.4713;49481;2022-04-09 18:35:23:398
11.8738;-10.4291;-5.8705;-4.2974;2.5476;0.0531;0.6886;-0.4299;1.4352;49581;2022-04-09 18:35:23:498
5.1176;-16.5817;0.0574;6.4686;3.3697;-2.4644;0.1599;0.6388;-0.5246;49681;2022-04-09 18:35:23:598
0.9667;-5.8202;-0.842;-0.0475;-7.1167;0.0399;-0.0191;-0.1645;0.0275;49781;2022-04-09 18:35:23:698
2.1855;-8.9504;1.5482;-2.1625;-0.6643;1.8078;-0.3102;-0.2908;0.6822;49881;2022-04-09 18:35:23:798
3.743;-7.9289;1.1838;-0.5036;0.8471;1.6345;0.4242;0.0884;1.2747;49981;2022-04-09 18:35:23:898
6.7199;-8.0375;1.3313;4.3001;1.0702;-0.443;1.7482;0.35;0.6425;50081;2022-04-09 18:35:23:998
5.5615;-9.0544;-0.7083;4.9075;1.3449;-1.4454;1.614;2.4025;0.2787;50181;2022-04-09 18:35:24:098
9.4205;-10.2269;-2.2283;3.9632;1.1273;-3.8724;-1.2576;0.5026;-0.8097;50280;2022-04-09 18:35:24:197
9.4205;-10.2269;-2.2283;3.9632;1.1273;-3.8724;-1.2576;0.5026;-0.8097;50380;2022-04-09 18:35:24:297
2.8155;-11.9898;2.4036;4.1214;-1.7423;-0.8975;-1.4013;-0.6588;-0.3659;50481;2022-04-09 18:35:24:398
3.189;-7.4985;-1.389;-4.4611;-5.7075;6.6059;-1.0282;-1.0331;-1.6476;50581;2022-04-09 18:35:24:498
-1.2111;-6.7591;-0.1334;-7.8109;0.986;2.7041;0.4441;0.1683;0.6576;50680;2022-04-09 18:35:24:597
16.1112;-5.016;-3.3188;-1.9862;-0.6283;0.3191;0.7561;-0.2402;1.7234;50780;2022-04-09 18:35:24:697
2.0399;-7.5736;1.5126;3.9206;-4.8765;-1.7628;-0.305;-0.9111;-0.4633;50881;2022-04-09 18:35:24:798
0.8387;-9.3245;0.8183;-2.7964;0.6226;3.8932;0.1032;0.5203;0.4991;50981;2022-04-09 18:35:24:898
2.7395;-8.6776;0.7463;-1.7763;-1.0743;3.6113;0.3967;-0.1228;0.9407;51080;2022-04-09 18:35:24:997
4.0992;-8.3856;1.1713;-0.4602;0.2894;2.5589;0.439;-0.1649;1.0276;51181;2022-04-09 18:35:25:098
6.3093;-8.6842;1.1288;1.5038;0.8677;2.2283;1.1951;-0.3563;0.9926;51280;2022-04-09 18:35:25:197
6.2423;-6.935;-2.6474;4.7959;1.4481;-0.0776;0.0681;1.5781;0.2446;51381;2022-04-09 18:35:25:298
5.7957;-11.0169;0.594;4.3417;-1.2238;1.202;-0.3228;0.8871;-1.2104;51481;2022-04-09 18:35:25:398
2.0186;-12.2207;-6.294;0.9915;-2.6349;2.112;-3.102;1.0174;-1.9265;51580;2022-04-09 18:35:25:497
0.384;-14.6504;2.4407;-3.9351;-4.8102;-3.7485;-2.7917;1.5551;-1.9387;51681;2022-04-09 18:35:25:598
4.2206;-5.3438;1.0385;-4.1415;-1.6883;2.145;-0.7009;0.0793;-0.1933;51780;2022-04-09 18:35:25:697
0.632;-5.8714;0.5318;-1.7708;1.935;3.3692;-0.1526;1.3956;0.5064;51881;2022-04-09 18:35:25:798
13.0167;-8.353;-2.537;-0.3894;-1.4203;0.6799;0.8036;2.6196;1.034;51981;2022-04-09 18:35:25:898
10.8583;-12.2486;-3.4834;7.809;-0.1431;-2.4631;-0.1946;1.6119;-0.2248;52081;2022-04-09 18:35:25:998
0.5477;-9.1352;1.2817;-4.1102;1.3132;0.9282;-0.7229;0.0443;0.1098;52181;2022-04-09 18:35:26:098
1.1835;-12.0628;2.4371;-4.969;-1.2366;2.7617;-1.4648;1.461;0.0087;52282;2022-04-09 18:35:26:199
1.864;-9.5785;1.2918;-4.0562;-3.9705;3.9431;-1.0389;1.2058;0.5785;52381;2022-04-09 18:35:26:298
5.0883;-9.4394;1.9621;-0.5954;-0.5751;3.7867;-0.1481;0.7486;1.2793;52481;2022-04-09 18:35:26:398
7.1103;-5.5412;0.5112;2.5783;0.6569;1.473;0.5346;0.8172;0.7446;52581;2022-04-09 18:35:26:498
6.6912;-5.8771;0.0954;3.1465;3.3236;0.3986;-0.182;2.8218;-0.9441;52681;2022-04-09 18:35:26:598
6.1008;-17.9641;-3.9111;1.6524;2.318;-1.0369;-3.3508;9.594;-2.4648;52780;2022-04-09 18:35:26:697
3.9054;-6.2973;4.6119;-4.6086;-3.6305;-7.0185;-2.1412;1.528;0.4474;52881;2022-04-09 18:35:26:798
3.6392;-8.3378;-3.9574;-0.8211;2.3096;4.7226;-1.4517;2.9647;0.3355;52981;2022-04-09 18:35:26:898
4.9813;-7.6558;-0.9915;0.1985;0.6308;2.7831;-1.1255;2.5431;0.6762;53081;2022-04-09 18:35:26:998
4.9968;-6.8839;-1.9513;1.1561;1.2936;0.0368;-0.5521;1.2703;0.4768;53180;2022-04-09 18:35:27:097
9.877;-11.1538;-5.269;1.6802;1.3925;-1.9831;0.1045;1.7918;-0.2463;53281;2022-04-09 18:35:27:198
1.8682;-8.5059;-0.9784;6.077;-2.0969;-5.3588;0.2734;-0.3001;0.3115;53381;2022-04-09 18:35:27:298
1.812;-8.1123;0.725;-0.4137;-2.7853;-2.0625;0.0822;-3.4649;2.2841;53480;2022-04-09 18:35:27:397
7.3669;-2.3435;0.3494;1.0991;1.6554;1.4786;-0.5786;-2.0283;-0.0012;53581;2022-04-09 18:35:27:498
-0.35;-12.2632;-2.2244;2.4525;-3.2122;1.0457;1.3002;2.5824;-1.3191;53680;2022-04-09 18:35:27:597
-0.7041;-9.6401;-1.2742;-3.3703;-2.9704;-3.2009;1.5146;-0.4829;1.0832;53781;2022-04-09 18:35:27:698
2.4356;-9.6921;-0.0422;-3.1153;-0.2225;-2.5513;0.5209;0.0695;0.8587;53881;2022-04-09 18:35:27:798
4.995;-11.8705;-4.6863;4.5144;-3.1463;-3.1552;2.7841;2.5688;0.7669;53980;2022-04-09 18:35:27:897
7.4157;-12.0021;-10.2646;3.7549;-2.1273;-5.7519;-3.4221;0.3176;0.0192;54081;2022-04-09 18:35:27:998
0.5824;-17.0031;6.2378;-2.8842;-8.9625;7.4735;0.1338;2.6431;-0.7735;54181;2022-04-09 18:35:28:098
5.3955;-10.4991;-0.8456;-4.7024;-8.7725;8.7467;0.8973;0.2981;-1.7727;54281;2022-04-09 18:35:28:198
-1.7635;-7.6516;-1.4273;-5.8214;-9.5832;-1.386;-0.2456;2.9353;-1.33;54381;2022-04-09 18:35:28:298
3.8183;-0.9784;-1.8188;-8.6023;-0.4016;-2.6286;1.4202;3.1863;1.8519;54481;2022-04-09 18:35:28:398
21.9003;-7.2781;3.7032;10.4996;-5.5204;-5.9261;-0.2984;1.988;3.4446;54581;2022-04-09 18:35:28:498
11.5735;-10.9478;11.5558;19.9456;1.7597;0.0235;0.8164;2.5901;-4.9564;54681;2022-04-09 18:35:28:598
-1.124;-12.955;8.0501;0.3772;-9.0017;8.8355;5.7884;4.303;-7.3639;54781;2022-04-09 18:35:28:698
-2.4529;-8.3489;6.6371;-2.9498;-14.5899;-1.8158;2.9692;3.328;-1.8031;54881;2022-04-09 18:35:28:798
0.743;-1.1198;5.0112;5.3427;-5.8729;0.5029;2.8942;0.4478;0.6585;54981;2022-04-09 18:35:28:898
1.2721;2.3785;7.095;-0.018;-6.1582;-3.5006;1.12;-0.8593;1.2707;55081;2022-04-09 18:35:28:998
4.3732;4.6762;8.1981;0.3729;-2.8541;-1.2343;0.3966;-0.3589;-0.206;55181;2022-04-09 18:35:29:098
2.4577;4.43;9.5569;1.024;-0.7718;0.5127;-0.2039;0.1092;-0.2393;55281;2022-04-09 18:35:29:198
0.6114;4.5846;9.3616;2.4187;-0.6541;1.0791;0.2454;0.6359;-0.133;55381;2022-04-09 18:35:29:298
0.1555;5.8977;6.0679;1.2883;-0.6084;-1.5943;0.4371;0.4891;-0.2023;55480;2022-04-09 18:35:29:397
-0.3712;6.5486;6.7678;0.8421;0.1926;-1.9173;0.068;0.2277;0.0875;55581;2022-04-09 18:35:29:498
-0.0688;7.7707;8.7236;1.1453;0.9652;0.4868;0.1778;0.3593;0.0626;55680;2022-04-09 18:35:29:597
-2.3614;6.4974;9.3066;0.9205;2.0994;0.7036;-0.4271;0.2784;2.0E-4;55781;2022-04-09 18:35:29:698
-2.3752;5.1138;7.3232;-0.5623;-0.7042;0.9776;-0.1322;0.2185;0.0342;55881;2022-04-09 18:35:29:798
-0.6123;4.654;8.2543;-1.9739;-0.2429;-0.9834;-0.5334;-0.593;0.4653;55981;2022-04-09 18:35:29:898
0.4923;5.3441;7.2006;1.4434;-0.4418;-1.1697;0.3796;0.2169;-0.0243;56081;2022-04-09 18:35:29:998
-0.7771;6.227;6.8285;0.9444;-0.149;-0.9603;-0.0478;0.2918;0.1365;56181;2022-04-09 18:35:30:098
-0.5602;6.655;7.713;-0.21;0.6858;-1.2793;0.0647;0.2034;0.006;56281;2022-04-09 18:35:30:198
-0.0377;6.682;8.6456;-0.0894;1.3493;-0.1154;-0.0686;0.0189;-0.1672;56381;2022-04-09 18:35:30:298
-0.0251;5.0755;8.2164;-0.0141;-0.4953;1.3069;-0.1016;-0.1972;-0.3624;56481;2022-04-09 18:35:30:398
-2.0967;4.6986;9.0658;0.667;0.1714;-0.3332;-0.8453;-0.2595;-0.5264;56581;2022-04-09 18:35:30:498
-0.6156;4.5817;8.6414;-1.5561;0.0232;0.37;-0.3728;-0.4166;-0.2088;56681;2022-04-09 18:35:30:598
0.4274;4.7797;8.6082;-0.1425;0.5572;-1.0291;0.0591;0.1359;0.0699;56780;2022-04-09 18:35:30:697
0.1825;5.4;8.3847;1.2697;-0.2128;0.1313;0.5832;0.642;0.1339;56880;2022-04-09 18:35:30:797
-0.5674;6.5758;8.5582;0.3852;1.4232;-0.8245;-0.0956;0.1771;0.0423;56981;2022-04-09 18:35:30:898
-1.4231;5.6169;10.3603;0.6027;1.6424;0.0696;-0.4363;0.1098;0.118;57081;2022-04-09 18:35:30:998
-2.0142;4.2284;7.7001;-0.3709;-0.3243;-0.0954;-0.0397;-0.0615;0.2164;57181;2022-04-09 18:35:31:098
-1.8954;3.775;8.7739;-0.9639;-0.6817;-0.833;-0.2592;0.2109;0.5488;57280;2022-04-09 18:35:31:197
-0.1908;4.8763;7.9184;-0.0228;-0.5696;-0.2664;-0.035;-0.1599;0.222;57381;2022-04-09 18:35:31:298
-0.0876;4.917;7.8374;0.532;-0.1916;-0.5289;0.4268;0.0747;0.0107;57481;2022-04-09 18:35:31:398
-1.2473;7.2293;7.8455;-0.0393;0.5307;-0.0315;0.3975;0.058;0.0316;57581;2022-04-09 18:35:31:498
-1.459;7.494;7.4079;-0.509;1.6177;-0.2574;0.434;0.3772;0.3384;57681;2022-04-09 18:35:31:598
-1.0938;7.1689;7.6011;-0.6611;1.5768;-0.4816;0.48;0.3059;0.3031;57781;2022-04-09 18:35:31:698
-0.8351;5.7736;9.0111;0.6393;1.0465;0.1308;0.0437;0.3144;0.1677;57881;2022-04-09 18:35:31:798
-0.3365;5.327;7.8864;0.0488;-0.5509;1.4097;0.3476;0.181;0.2408;57981;2022-04-09 18:35:31:898
-1.6768;5.467;8.6836;0.8384;-0.8716;0.2778;0.011;0.392;-0.1816;58081;2022-04-09 18:35:31:998
-1.8218;6.4588;6.801;-0.0197;-1.1894;1.5225;0.5343;0.6777;0.1613;58182;2022-04-09 18:35:32:099
-2.1392;7.8945;5.9441;0.4075;0.7004;-1.3915;-0.4001;0.0312;0.0197;58280;2022-04-09 18:35:32:197
-1.2849;7.3618;7.0696;-0.7816;1.5764;-1.5546;-0.8637;-1.0685;0.0063;58381;2022-04-09 18:35:32:298
1.7569;5.5008;8.6521;0.7568;0.9977;-0.4232;-0.2535;-0.4865;0.1041;58481;2022-04-09 18:35:32:398
0.6888;5.9958;8.7374;0.0;0.0;0.0;-0.4568;-0.1442;-0.0815;58581;2022-04-09 18:35:32:498
0.1313;4.7082;8.4721;-0.8015;-0.4878;0.7643;0.5493;0.1837;0.1009;58681;2022-04-09 18:35:32:598
-0.8518;4.4581;8.1586;-0.2735;-1.2308;-0.0359;0.835;0.4131;0.0388;58780;2022-04-09 18:35:32:697
-0.7116;5.6297;6.9981;-1.5407;0.1297;-1.4987;0.1145;0.4256;0.3488;58881;2022-04-09 18:35:32:798
-0.201;6.326;6.4822;-0.2072;-0.3338;-0.7594;-0.0312;0.1529;0.0486;58981;2022-04-09 18:35:32:898
-0.1289;6.2225;7.448;0.3041;0.4273;-1.1967;-0.2495;0.2387;0.2063;59080;2022-04-09 18:35:32:997
-1.2843;7.1399;6.6514;-0.2953;1.0629;-0.8058;-0.2422;0.0489;-0.0185;59181;2022-04-09 18:35:33:098
-1.436;7.1713;7.1163;-0.6836;1.2857;-1.0535;-0.4765;-0.449;-0.0199;59281;2022-04-09 18:35:33:198
-0.4702;7.1315;8.49;-0.8207;1.5471;-0.6844;-0.4122;-0.5269;0.0562;59381;2022-04-09 18:35:33:298
-0.3846;6.7367;9.0114;-0.3777;1.5378;0.3975;-0.1787;0.1362;0.2527;59481;2022-04-09 18:35:33:398
1.7958;3.1478;8.729;0.0838;-0.7048;1.3309;0.1416;-0.1658;-0.1999;59581;2022-04-09 18:35:33:498
0.1149;4.9454;7.8748;1.7047;-2.303;0.4392;0.3783;0.2553;-0.2978;59681;2022-04-09 18:35:33:598
-0.5728;4.4686;9.184;-0.4876;-1.1873;1.5334;0.1048;-0.0229;0.3827;59780;2022-04-09 18:35:33:697
0.0093;5.2804;7.512;-0.6126;-0.956;0.8628;0.3099;0.1477;0.2908;59880;2022-04-09 18:35:33:797
0.1202;5.4972;8.4963;-0.3493;-0.0191;-0.1441;-0.017;0.4297;0.6985;59981;2022-04-09 18:35:33:898
0.3688;5.8678;8.0515;0.1806;-0.0535;0.2974;0.0773;0.3839;0.626;60081;2022-04-09 18:35:33:998
0.3066;5.9324;7.5721;0.3997;0.274;-0.1207;0.0519;0.4042;0.6261;60182;2022-04-09 18:35:34:099
0.1756;6.0239;8.5645;0.0145;0.5004;-0.3904;-0.197;0.4649;0.8882;60281;2022-04-09 18:35:34:198
-0.0431;5.2445;9.3147;-0.231;0.1477;1.308;0.186;0.7116;1.1363;60381;2022-04-09 18:35:34:298
-0.2824;4.8114;8.6321;-0.1624;-0.3216;1.0345;0.2993;0.7474;1.0844;60481;2022-04-09 18:35:34:398
-0.0694;4.5538;8.0913;-0.3841;-0.8892;0.4497;0.3063;0.6316;0.9086;60581;2022-04-09 18:35:34:498
0.1424;4.8954;8.0518;-0.0563;-1.2598;-0.184;0.0049;0.4812;0.6521;60683;2022-04-09 18:35:34:600
-0.0718;5.1622;8.2995;0.0542;-0.7531;-0.0838;-0.087;0.4209;0.4815;60780;2022-04-09 18:35:34:697
-0.5533;5.3055;8.7784;-0.2532;-0.4534;0.696;0.2614;0.8092;0.5849;60881;2022-04-09 18:35:34:798
-0.242;5.3016;8.4802;-0.1664;-0.3776;0.6575;0.0426;0.5757;0.593;60981;2022-04-09 18:35:34:898
0.3972;5.6521;8.036;0.1399;0.0734;-0.1447;0.0666;0.1837;0.3506;61081;2022-04-09 18:35:34:998
0.2575;5.9844;7.9373;0.7487;-0.2507;0.0759;0.0567;0.1949;0.23;61181;2022-04-09 18:35:35:098
0.1029;6.1615;7.7372;0.449;0.113;0.0676;-0.0903;0.1017;0.2298;61280;2022-04-09 18:35:35:197
0.265;6.3658;8.3201;0.3441;0.3474;-0.2938;-0.1179;-0.0017;0.1578;61381;2022-04-09 18:35:35:298
0.8441;5.7395;8.0207;0.4852;0.0044;0.7755;0.3609;0.0747;0.0058;61480;2022-04-09 18:35:35:397
0.4765;5.86;7.6567;1.2717;-0.5835;0.3612;0.7326;0.4986;-0.1556;61581;2022-04-09 18:35:35:498
-0.8659;6.9778;6.6984;1.1688;-0.8334;0.3503;0.7451;0.7158;0.1674;61680;2022-04-09 18:35:35:597
-0.9069;7.4572;7.0645;0.8557;-0.907;0.9834;0.9911;0.8314;0.0669;61781;2022-04-09 18:35:35:698
-1.6977;8.4284;5.3157;0.5945;-0.4067;1.1883;1.0911;0.7927;0.1932;61881;2022-04-09 18:35:35:798
-1.0851;7.727;5.7236;-0.4411;0.9568;-2.4609;-1.0583;-0.8501;-0.1017;61981;2022-04-09 18:35:35:898
-0.5429;7.0032;7.203;-0.2698;0.863;-1.3769;-1.1148;-0.9085;-0.0895;62081;2022-04-09 18:35:35:998
-0.3571;6.623;7.8287;0.1979;0.1496;0.2374;-0.239;-0.1724;-0.0773;62180;2022-04-09 18:35:36:097
-0.5345;6.6138;7.9394;0.1646;0.2197;0.2659;-0.0411;-0.0983;-0.0516;62281;2022-04-09 18:35:36:198
-0.3912;6.661;7.1276;0.1605;0.1214;0.2266;0.2094;0.0673;0.016;62381;2022-04-09 18:35:36:298
-0.303;6.5895;7.1527;0.0383;0.194;-0.3983;-0.1749;-0.118;0.0308;62480;2022-04-09 18:35:36:397
-0.6147;6.4442;7.0516;0.1712;0.2133;-0.4427;-0.1778;0.0264;-0.077;62581;2022-04-09 18:35:36:498
1.1219;5.61;8.0653;0.166;0.3625;-0.4662;-0.2442;0.5722;-0.0157;62681;2022-04-09 18:35:36:598
-2.5146;6.8683;8.0342;1.2787;-0.4727;1.1521;0.2611;0.4783;-0.1368;62781;2022-04-09 18:35:36:698
-1.9029;6.6882;6.8862;-0.3601;0.1902;1.0755;0.7428;0.7242;0.0564;62881;2022-04-09 18:35:36:798
-2.4227;6.9826;6.6096;0.4953;-0.2253;0.2477;0.5174;0.534;-0.0079;62981;2022-04-09 18:35:36:898
-2.3372;7.0301;5.7855;0.4783;-0.4549;0.7433;0.6076;0.5635;-0.0266;63080;2022-04-09 18:35:36:997
